FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
1,50,50000,30,0.944,0.898,0.92,0.957,0.977,0.967
1,500,5000,10,0.901,0.859,0.879,0.984,0.989,0.987
2,500,200,20,1.0,0.795,0.886,0.938,1.0,0.968
2,100,500,30,0.982,0.947,0.964,0.979,0.993,0.986
1,1000,200,5,1.0,0.5,0.667,0.968,1.0,0.984
2,1000,1000,10,0.988,0.953,0.97,0.994,0.999,0.997
1,50,500,10,0.675,0.692,0.684,0.967,0.964,0.965
2,100,500,40,0.948,0.993,0.97,0.996,0.969,0.982
1,100,50000,50,0.958,0.938,0.948,0.94,0.959,0.949
1,50,10000,10,0.904,0.779,0.837,0.975,0.991,0.983
1,20,50000,10,0.975,0.638,0.771,0.962,0.998,0.98
2,20,50000,30,1.0,1.0,1.0,1.0,1.0,1.0
2,50,10000,10,0.994,0.986,0.99,0.998,0.999,0.999
2,50,200,30,0.927,0.809,0.864,0.925,0.974,0.949
2,100,10000,40,0.991,0.993,0.992,0.995,0.994,0.995
2,20,5000,5,1.0,1.0,1.0,1.0,1.0,1.0
2,500,200,10,0.786,0.478,0.595,0.918,0.978,0.947
2,50,5000,30,0.99,0.987,0.989,0.994,0.996,0.995
1,1000,50000,30,0.942,0.902,0.921,0.958,0.976,0.967
1,500,50000,40,0.944,0.928,0.936,0.952,0.963,0.958
2,100,10000,5,0.989,0.944,0.966,0.997,0.999,0.998
2,100,1000,50,0.988,0.986,0.987,0.984,0.987,0.986
1,1000,50000,50,0.956,0.934,0.945,0.935,0.957,0.946
1,50,5000,50,0.938,0.915,0.927,0.915,0.937,0.926
2,500,10000,50,0.999,0.994,0.997,0.995,1.0,0.997
1,50,500,20,0.956,0.774,0.855,0.943,0.991,0.966
1,50,5000,30,0.904,0.873,0.889,0.948,0.961,0.954
1,500,1000,30,0.829,0.769,0.798,0.908,0.935,0.921
1,100,500,30,0.867,0.86,0.863,0.944,0.948,0.946
2,1000,10000,5,0.992,0.972,0.982,0.999,1.0,0.999
1,100,500,50,0.923,0.873,0.897,0.874,0.923,0.898
1,20,1000,30,0.791,0.652,0.715,0.854,0.922,0.887
2,50,5000,10,0.96,0.968,0.964,0.997,0.996,0.996
1,100,1000,10,0.943,0.485,0.641,0.929,0.996,0.961
1,50,5000,10,0.823,0.729,0.773,0.974,0.985,0.979
2,100,1000,40,0.936,0.993,0.964,0.996,0.96,0.978
1,100,10000,50,0.916,0.95,0.933,0.95,0.916,0.933
2,50,50000,30,0.999,1.0,0.999,1.0,1.0,1.0
2,20,5000,10,0.998,1.0,0.999,1.0,1.0,1.0
1,50,1000,20,0.832,0.802,0.817,0.948,0.957,0.953
1,500,50000,5,0.9,0.788,0.84,0.989,0.995,0.992
2,20,10000,5,1.0,1.0,1.0,1.0,1.0,1.0
2,20,500,20,0.956,1.0,0.978,1.0,0.987,0.994
2,20,500,5,1.0,0.611,0.759,0.982,1.0,0.991
1,20,1000,20,0.874,0.494,0.631,0.891,0.983,0.935
1,1000,1000,5,1.0,0.643,0.783,0.987,1.0,0.994
1,100,1000,40,0.902,0.846,0.873,0.899,0.937,0.918
2,50,50000,20,1.0,1.0,1.0,1.0,1.0,1.0
1,50,1000,5,0.447,0.548,0.493,0.982,0.973,0.977
1,500,200,40,0.721,0.733,0.727,0.84,0.832,0.836
2,50,200,50,0.985,0.904,0.943,0.926,0.989,0.956
1,100,500,10,0.739,0.773,0.756,0.972,0.966,0.969
1,50,200,40,0.636,0.812,0.713,0.822,0.652,0.727
2,1000,500,30,0.993,0.986,0.989,0.992,0.996,0.994
2,20,5000,30,0.999,1.0,1.0,1.0,1.0,1.0
2,500,50000,50,0.998,1.0,0.999,1.0,0.998,0.999
1,1000,1000,20,0.946,0.849,0.895,0.956,0.985,0.97
1,1000,50000,10,0.938,0.821,0.875,0.98,0.994,0.987
1,1000,10000,30,0.933,0.916,0.925,0.964,0.971,0.968
2,20,5000,50,0.996,1.0,0.998,1.0,0.995,0.998
1,100,10000,40,0.933,0.905,0.919,0.938,0.956,0.947
1,20,5000,30,0.886,0.708,0.787,0.884,0.961,0.921
1,20,5000,10,0.942,0.572,0.712,0.955,0.996,0.975
2,100,50000,5,0.994,1.0,0.997,1.0,1.0,1.0
2,100,5000,40,0.991,0.99,0.991,0.993,0.994,0.994
2,1000,5000,40,0.992,0.985,0.988,0.99,0.995,0.992
1,50,5000,40,0.933,0.918,0.926,0.945,0.955,0.95
2,100,5000,10,0.981,0.929,0.954,0.993,0.998,0.995
1,50,1000,40,0.824,0.902,0.862,0.935,0.881,0.907
1,20,5000,5,1.0,0.517,0.682,0.975,1.0,0.987
1,100,1000,20,0.881,0.732,0.8,0.944,0.979,0.961
2,500,5000,20,0.994,0.97,0.982,0.993,0.998,0.995
2,500,50000,10,0.993,0.994,0.993,0.999,0.999,0.999
2,20,200,10,0.667,1.0,0.8,1.0,0.96,0.979
2,500,5000,40,0.979,0.979,0.979,0.986,0.986,0.986
1,100,5000,5,0.95,0.644,0.768,0.981,0.998,0.989
1,500,200,30,0.852,0.451,0.59,0.791,0.964,0.869
1,20,50000,5,1.0,0.589,0.741,0.979,1.0,0.989
1,500,50000,30,0.939,0.904,0.921,0.96,0.975,0.968
2,1000,500,50,0.923,0.986,0.953,0.983,0.912,0.946
1,500,200,5,0.25,0.4,0.308,0.98,0.962,0.971
2,500,5000,5,0.989,0.969,0.979,0.998,0.999,0.999
1,20,200,10,1.0,0.625,0.769,0.96,1.0,0.98
1,50,10000,5,0.853,0.69,0.763,0.983,0.993,0.988
1,100,500,40,0.872,0.822,0.846,0.889,0.922,0.905
1,20,200,30,0.737,0.549,0.629,0.813,0.909,0.858
1,1000,500,50,0.856,0.93,0.892,0.924,0.847,0.884
1,50,200,50,0.868,0.846,0.857,0.859,0.88,0.869
2,1000,50000,5,0.994,0.986,0.99,0.999,1.0,0.999
2,1000,500,20,1.0,0.977,0.988,0.994,1.0,0.997
1,1000,200,30,0.708,0.868,0.78,0.927,0.824,0.873
1,500,1000,20,0.922,0.789,0.85,0.941,0.981,0.961
2,50,5000,5,0.967,0.914,0.94,0.995,0.998,0.997
2,1000,1000,50,0.964,0.987,0.976,0.988,0.966,0.977
1,100,10000,30,0.934,0.879,0.905,0.951,0.974,0.962
1,500,5000,40,0.915,0.906,0.91,0.941,0.947,0.944
2,100,500,10,0.925,0.949,0.937,0.994,0.992,0.993
2,20,50000,10,1.0,1.0,1.0,1.0,1.0,1.0
2,20,5000,20,0.999,1.0,0.999,1.0,1.0,1.0
1,100,50000,30,0.946,0.896,0.92,0.957,0.978,0.967
1,50,10000,20,0.947,0.824,0.881,0.959,0.989,0.974
1,100,1000,5,0.727,0.681,0.703,0.98,0.984,0.982
2,20,50000,40,1.0,1.0,1.0,1.0,1.0,1.0
1,50,5000,20,0.912,0.83,0.869,0.96,0.981,0.97
2,50,500,40,0.934,0.981,0.957,0.987,0.955,0.971
1,50,1000,10,0.806,0.806,0.806,0.981,0.981,0.981
2,500,50000,30,0.999,0.999,0.999,1.0,0.999,0.999
2,500,50000,20,0.999,0.999,0.999,1.0,1.0,1.0
1,20,10000,40,0.899,0.757,0.822,0.849,0.942,0.893
2,50,1000,50,0.959,0.975,0.967,0.974,0.957,0.966
2,20,1000,50,0.995,1.0,0.997,1.0,0.995,0.998
2,20,1000,10,0.988,0.87,0.925,0.983,0.999,0.991
2,100,5000,20,0.983,0.993,0.988,0.998,0.996,0.997
2,100,500,50,0.969,0.964,0.967,0.966,0.971,0.969
2,20,200,20,1.0,0.966,0.982,0.992,1.0,0.996
2,1000,200,20,1.0,0.794,0.885,0.948,1.0,0.973
1,20,500,50,0.816,0.816,0.816,0.851,0.851,0.851
2,500,1000,50,0.992,0.967,0.98,0.969,0.993,0.98
2,1000,500,5,1.0,0.667,0.8,0.977,1.0,0.988
1,500,5000,20,0.9,0.845,0.872,0.959,0.975,0.967
2,1000,10000,40,0.996,0.992,0.994,0.995,0.997,0.996
2,1000,5000,5,0.99,0.965,0.977,0.998,0.999,0.999
2,500,200,50,0.909,0.986,0.946,0.988,0.922,0.954
1,50,500,50,0.807,0.938,0.867,0.918,0.755,0.829
1,500,1000,10,1.0,0.634,0.776,0.96,1.0,0.98
2,20,1000,40,0.991,1.0,0.995,1.0,0.994,0.997
1,1000,5000,5,0.823,0.702,0.758,0.984,0.992,0.988
2,1000,10000,10,0.988,0.993,0.99,0.999,0.999,0.999
1,500,500,5,1.0,0.688,0.815,0.987,1.0,0.994
2,100,10000,20,0.989,0.99,0.989,0.997,0.997,0.997
2,500,500,10,0.978,1.0,0.989,1.0,0.997,0.999
2,500,10000,10,0.998,0.983,0.99,0.998,1.0,0.999
1,500,50000,10,0.927,0.828,0.875,0.981,0.993,0.987
2,50,10000,20,0.986,0.999,0.992,1.0,0.996,0.998
1,50,500,40,0.787,0.827,0.806,0.886,0.857,0.871
1,1000,1000,30,0.888,0.885,0.887,0.95,0.952,0.951
2,1000,50000,50,1.0,1.0,1.0,1.0,1.0,1.0
1,500,10000,10,0.907,0.772,0.834,0.974,0.991,0.982
2,50,500,10,0.867,0.951,0.907,0.994,0.983,0.989
2,100,10000,10,0.992,0.978,0.985,0.998,0.999,0.998
2,50,5000,40,0.997,0.983,0.99,0.988,0.998,0.993
2,1000,500,10,1.0,0.925,0.961,0.992,1.0,0.996
1,1000,200,10,0.314,0.786,0.449,0.976,0.837,0.901
1,100,10000,20,0.943,0.815,0.875,0.957,0.988,0.972
1,1000,10000,20,0.917,0.854,0.884,0.964,0.981,0.973
1,50,50000,10,0.921,0.812,0.863,0.98,0.992,0.986
1,1000,500,10,0.6,0.632,0.615,0.961,0.956,0.959
2,1000,10000,20,0.994,0.984,0.989,0.996,0.998,0.997
2,100,200,10,1.0,0.636,0.778,0.974,1.0,0.987
1,20,1000,10,0.936,0.506,0.657,0.943,0.996,0.969
1,500,10000,40,0.934,0.916,0.925,0.944,0.956,0.95
2,20,200,50,0.977,1.0,0.989,1.0,0.973,0.986
1,500,10000,20,0.925,0.862,0.892,0.967,0.983,0.975
2,1000,1000,30,0.969,0.987,0.978,0.995,0.988,0.991
2,50,200,20,0.964,0.818,0.885,0.955,0.992,0.973
1,500,1000,50,0.895,0.951,0.922,0.945,0.882,0.912
2,100,500,20,0.988,0.965,0.976,0.991,0.997,0.994
2,20,1000,5,1.0,0.971,0.986,0.999,1.0,0.999
2,1000,1000,20,0.989,0.989,0.989,0.997,0.997,0.997
1,100,1000,30,0.877,0.845,0.861,0.942,0.955,0.949
1,100,5000,20,0.935,0.805,0.865,0.951,0.986,0.968
1,20,10000,50,0.873,0.815,0.843,0.824,0.879,0.851
1,100,200,50,0.784,0.974,0.869,0.969,0.747,0.844
2,100,10000,30,0.998,0.991,0.995,0.996,0.999,0.998
2,100,500,5,1.0,0.643,0.783,0.974,1.0,0.987
1,20,200,40,0.794,0.466,0.587,0.756,0.932,0.835
2,50,10000,40,0.996,0.996,0.996,0.997,0.997,0.997
2,50,500,20,0.986,0.861,0.919,0.967,0.997,0.982
2,100,200,40,0.957,0.93,0.943,0.946,0.967,0.956
2,500,200,40,0.957,0.985,0.971,0.989,0.968,0.978
1,50,200,30,0.689,0.857,0.764,0.93,0.83,0.877
1,50,10000,30,0.942,0.872,0.906,0.947,0.977,0.962
2,500,10000,5,0.976,0.971,0.973,0.998,0.999,0.999
2,1000,5000,20,0.996,0.965,0.98,0.991,0.999,0.995
2,1000,10000,50,0.997,0.999,0.998,1.0,0.997,0.998
1,20,500,10,0.328,0.559,0.413,0.956,0.894,0.924
1,20,50000,20,0.943,0.673,0.786,0.924,0.99,0.956
1,50,500,30,0.771,0.874,0.819,0.938,0.88,0.908
2,500,500,30,0.992,0.992,0.992,0.996,0.996,0.996
1,500,10000,30,0.931,0.891,0.911,0.955,0.972,0.963
2,50,50000,5,0.998,0.999,0.998,1.0,1.0,1.0
1,100,200,5,0.5,0.1,0.167,0.943,0.993,0.968
1,50,500,5,0.556,0.312,0.4,0.972,0.99,0.981
1,50,10000,40,0.936,0.914,0.925,0.944,0.959,0.952
1,1000,10000,40,0.929,0.934,0.932,0.956,0.953,0.954
1,100,10000,5,0.825,0.786,0.805,0.988,0.991,0.989
1,20,500,20,0.8,0.579,0.672,0.908,0.966,0.936
2,20,500,50,1.0,1.0,1.0,1.0,1.0,1.0
1,20,5000,40,0.876,0.719,0.79,0.835,0.933,0.882
2,100,200,5,0.0,0.0,0.0,0.975,0.987,0.981
2,100,50000,20,0.999,1.0,0.999,1.0,1.0,1.0
1,100,5000,50,0.942,0.92,0.931,0.919,0.941,0.93
2,100,1000,20,0.974,0.931,0.952,0.983,0.994,0.988
2,1000,50000,20,0.999,0.998,0.999,1.0,1.0,1.0
2,1000,5000,50,0.993,0.999,0.996,0.999,0.993,0.996
1,500,500,20,0.847,0.663,0.744,0.906,0.964,0.934
1,100,500,20,0.942,0.636,0.76,0.92,0.991,0.954
2,20,1000,20,1.0,1.0,1.0,1.0,1.0,1.0
1,100,1000,50,0.929,0.853,0.889,0.864,0.935,0.898
1,100,200,10,0.889,0.4,0.552,0.921,0.993,0.956
1,500,50000,50,0.942,0.94,0.941,0.941,0.943,0.942
2,50,5000,50,0.985,0.99,0.987,0.99,0.984,0.987
2,500,500,20,0.988,0.943,0.965,0.984,0.997,0.99
2,20,200,5,1.0,0.2,0.333,0.975,1.0,0.987
1,500,50000,20,0.947,0.863,0.903,0.967,0.988,0.977
2,100,5000,5,0.962,0.936,0.949,0.997,0.998,0.998
2,50,5000,20,0.968,0.965,0.966,0.992,0.992,0.992
2,500,5000,30,0.995,0.997,0.996,0.999,0.998,0.998
2,50,10000,50,0.997,1.0,0.998,0.999,0.997,0.998
2,50,500,30,0.99,0.929,0.959,0.973,0.997,0.985
1,1000,5000,20,0.918,0.838,0.876,0.959,0.981,0.97
1,500,500,50,0.788,0.962,0.866,0.961,0.785,0.864
1,100,200,20,0.7,0.737,0.718,0.965,0.958,0.961
2,500,1000,30,1.0,0.979,0.989,0.991,1.0,0.996
2,500,1000,10,0.812,0.972,0.885,0.997,0.978,0.988
1,20,500,40,0.763,0.613,0.68,0.756,0.863,0.806
2,1000,200,40,1.0,0.91,0.953,0.94,1.0,0.969
2,1000,1000,5,1.0,0.973,0.986,0.999,1.0,0.999
2,20,50000,50,1.0,1.0,1.0,1.0,1.0,1.0
1,20,200,50,0.685,0.753,0.718,0.722,0.65,0.684
2,500,500,50,0.982,0.991,0.987,0.989,0.978,0.983
1,1000,500,30,0.762,0.838,0.799,0.919,0.875,0.896
2,500,1000,40,0.997,0.968,0.982,0.98,0.998,0.989
1,50,50000,40,0.942,0.925,0.934,0.95,0.962,0.956
2,50,10000,5,0.984,0.974,0.979,0.999,0.999,0.999
2,500,10000,30,0.987,0.989,0.988,0.995,0.994,0.995
1,50,50000,20,0.929,0.876,0.902,0.969,0.983,0.976
2,50,50000,40,1.0,0.997,0.999,0.998,1.0,0.999
