FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
1,20,500,50,0.978,1,0.989,1,0.978,0.989
2,500,1000,50,0,0,0,0.518,1,0.682
2,1000,500,5,0,0,0,0.98,1,0.99
1,500,5000,20,0,0,0,0.82,1,0.901
2,1000,10000,40,0,0,0,0.601,1,0.751
2,1000,5000,5,0,0,0,0.942,1,0.97
2,500,200,50,0.556,1,0.714,1,0.2,0.333
1,50,500,50,0.857,1,0.923,1,0.854,0.921
1,500,1000,10,0,0,0,0.887,1,0.94
2,20,1000,40,0.892,1,0.943,1,0.929,0.963
1,1000,5000,5,0,0,0,0.961,1,0.98
2,1000,10000,10,0,0,0,0.908,1,0.952
1,500,500,5,0,0,0,0.99,1,0.995
2,100,10000,20,0.756,1,0.861,1,0.914,0.955
2,500,500,10,0,0,0,0.89,1,0.942
2,500,10000,10,0,0,0,0.91,1,0.953
1,500,50000,10,0,0,0,0.902,1,0.948
2,50,10000,20,0.853,0.987,0.915,0.996,0.953,0.974
1,50,500,40,0.93,1,0.964,1,0.94,0.969
1,1000,1000,30,0,0,0,0.697,1,0.822
2,1000,50000,50,0,0,0,0.492,1,0.66
1,500,10000,10,0,0,0,0.903,1,0.949
2,50,500,10,1,0.5,0.667,0.936,1,0.967
2,100,10000,10,0.672,0.957,0.79,0.994,0.939,0.966
2,50,5000,40,0.907,1,0.951,1,0.93,0.964
2,1000,500,10,0,0,0,0.94,1,0.969
1,1000,200,10,1,0.4,0.571,0.921,1,0.959
1,100,10000,20,0.95,1,0.974,1,0.988,0.994
1,1000,10000,20,0,0,0,0.805,1,0.892
1,50,50000,10,0.991,1,0.995,1,0.999,0.999
1,1000,500,10,0,0,0,0.95,1,0.974
2,1000,10000,20,0,0,0,0.809,1,0.895
2,100,200,10,0.3,0.75,0.429,0.967,0.806,0.879
1,20,1000,10,1,1,1,1,1,1
1,500,10000,40,0,0,0,0.586,1,0.739
2,20,200,50,0.708,0.895,0.791,0.875,0.667,0.757
1,500,10000,20,0,0,0,0.776,1,0.874
2,1000,1000,30,0,0,0,0.718,1,0.836
2,50,200,20,0.833,1,0.909,1,0.971,0.986
1,500,1000,50,0.802,1,0.89,1,0.755,0.86
2,100,500,20,0.667,0.095,0.167,0.804,0.987,0.886
2,20,1000,5,0.727,1,0.842,1,0.983,0.991
2,1000,1000,20,0,0,0,0.805,1,0.892
1,100,1000,30,0.676,1,0.806,1,0.815,0.898
1,100,5000,20,0.637,0.87,0.736,0.966,0.883,0.923
1,20,10000,50,0.999,1,1,1,0.999,0.999
1,100,200,50,0.875,0.636,0.737,0.667,0.889,0.762
2,100,10000,30,0.638,0.273,0.383,0.759,0.937,0.838
2,100,500,5,0.647,1,0.786,1,0.933,0.965
1,20,200,40,1,1,1,1,1,1
2,50,10000,40,0.984,0.989,0.986,0.992,0.989,0.99
2,50,500,20,0.733,1,0.846,1,0.897,0.946
2,100,200,40,0.9,0.818,0.857,0.933,0.966,0.949
2,500,200,40,0,0,0,0.55,1,0.71
1,50,200,30,0.846,0.917,0.88,0.963,0.929,0.945
1,50,10000,30,0.615,0.855,0.715,0.922,0.763,0.835
2,500,10000,5,0,0,0,0.957,1,0.978
2,1000,5000,20,0,0,0,0.797,1,0.887
2,1000,10000,50,0,0,0,0.499,1,0.666
1,20,500,10,1,1,1,1,1,1
1,20,50000,20,0.997,1,0.998,1,0.999,1
1,50,500,30,0.889,0.914,0.901,0.953,0.938,0.946
2,500,500,30,0,0,0,0.73,1,0.844
1,500,10000,30,0,0,0,0.702,1,0.825
2,50,50000,5,0.292,1,0.452,1,0.857,0.923
1,100,200,5,0.286,1,0.444,1,0.868,0.93
1,50,500,5,0.625,0.909,0.741,0.988,0.933,0.96
1,50,10000,40,0.905,1,0.95,1,0.933,0.965
1,1000,10000,40,0,0,0,0.608,1,0.756
1,100,10000,5,0.231,0.954,0.372,0.997,0.839,0.911
1,20,500,20,0.885,1,0.939,1,0.961,0.98
2,20,500,50,0.891,1,0.942,1,0.854,0.921
1,20,5000,40,0.995,1,0.997,1,0.997,0.998
2,100,200,5,0.333,0.5,0.4,0.973,0.947,0.96
2,100,50000,20,0.378,1,0.548,1,0.596,0.747
1,100,5000,50,0.865,1,0.928,1,0.849,0.918
2,100,1000,20,0.705,0.969,0.816,0.993,0.912,0.951
2,1000,50000,20,0,0,0,0.799,1,0.888
2,1000,5000,50,0,0,0,0.521,1,0.685
1,500,500,20,0,0,0,0.78,1,0.876
1,100,500,20,0.667,1,0.8,1,0.875,0.933
