FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
1,100,5000,20,1,1,1,1,1,1
1,20,10000,50,1,1,1,1,1,1
1,100,200,50,0.917,1,0.957,1,0.889,0.941
2,100,10000,30,0.998,1,0.999,1,0.999,1
2,100,500,5,0.846,1,0.917,1,0.978,0.989
1,20,200,40,1,1,1,1,1,1
2,50,10000,40,1,0.996,0.998,0.997,1,0.999
2,50,500,20,0.957,1,0.978,1,0.987,0.994
2,100,200,40,0.733,1,0.846,1,0.862,0.926
2,500,200,40,1,0.389,0.56,0.667,1,0.8
1,50,200,30,0.857,1,0.923,1,0.929,0.963
1,50,10000,30,0.995,1,0.997,1,0.998,0.999
2,500,10000,5,0.925,1,0.961,1,0.996,0.998
2,1000,5000,20,0.995,1,0.998,1,0.999,0.999
2,1000,10000,50,0.997,1,0.999,1,0.997,0.998
1,20,500,10,1,1,1,1,1,1
1,20,50000,20,0.996,1,0.998,1,0.999,1
1,50,500,30,1,0.2,0.333,0.699,1,0.823
2,500,500,30,0.897,0.963,0.929,0.986,0.959,0.972
1,500,10000,30,0.998,1,0.999,1,0.999,1
2,50,50000,5,0.967,1,0.983,1,0.998,0.999
1,100,200,5,0.5,1,0.667,1,0.947,0.973
1,50,500,5,0.75,0.818,0.783,0.977,0.966,0.972
1,50,10000,40,0.999,1,0.999,1,0.999,1
1,1000,10000,40,0.996,1,0.998,1,0.998,0.999
1,100,10000,5,0.744,1,0.853,1,0.982,0.991
1,20,500,20,0.958,1,0.979,1,0.987,0.993
2,20,500,50,0.925,1,0.961,1,0.902,0.949
1,20,5000,40,0.992,1,0.996,1,0.995,0.998
2,100,200,5,1,1,1,1,1,1
2,100,50000,20,0.996,1,0.998,1,0.999,1
1,100,5000,50,0.998,1,0.999,1,0.998,0.999
2,100,1000,20,1,1,1,1,1,1
2,1000,50000,20,0,0,0,0.799,1,0.888
2,1000,5000,50,0,0,0,0.521,1,0.685
1,500,500,20,0.955,0.955,0.955,0.987,0.987,0.987
1,100,500,20,0.952,1,0.976,1,0.988,0.994
2,20,1000,20,0.956,1,0.977,1,0.985,0.993
1,100,1000,50,0.99,1,0.995,1,0.99,0.995
1,100,200,10,1,1,1,1,1,1
1,500,50000,50,0.994,0.997,0.995,0.997,0.994,0.995
2,50,5000,50,0.989,0.998,0.994,0.998,0.99,0.994
2,500,500,20,0,0,0,0.79,1,0.883
2,20,200,5,1,1,1,1,1,1
1,500,50000,20,0.999,1,0.999,1,1,1
2,100,5000,5,1,0.981,0.99,0.999,1,0.999
2,50,5000,20,0.985,1,0.992,1,0.996,0.998
2,500,5000,30,0.996,1,0.998,1,0.999,0.999
2,50,10000,50,0.998,1,0.999,1,0.998,0.999
2,50,500,30,0.933,1,0.966,1,0.972,0.986
1,1000,5000,20,0,0,0,0.802,1,0.89
1,500,500,50,0.981,0.963,0.972,0.957,0.978,0.968
1,100,200,20,0.75,0.6,0.667,0.944,0.971,0.958
2,500,1000,30,1,0.016,0.032,0.686,1,0.813
