FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
2,100,10000,5,0.795,0.946,0.864,0.998,0.99,0.994
2,100,1000,50,1,0.99,0.995,0.99,1,0.995
1,1000,50000,50,0.497,1,0.664,0,0,0
1,50,5000,50,0.797,0.959,0.87,0.945,0.743,0.832
2,500,10000,50,0,0,0,0.504,1,0.671
1,50,500,20,0,0,0,0.76,1,0.864
1,50,5000,30,0.819,1,0.9,1,0.902,0.949
1,500,1000,30,0,0,0,0.8,1,0.889
1,100,500,30,0,0,0,0.77,1,0.87
2,1000,10000,5,0,0,0,0.954,1,0.976
1,100,500,50,0.422,1,0.594,0,0,0
1,20,1000,30,0.644,0.922,0.758,0.963,0.798,0.873
2,50,5000,10,0,0,0,0.886,1,0.94
1,100,1000,10,0.193,1,0.324,1,0.728,0.842
1,50,5000,10,0.416,0.958,0.58,0.995,0.852,0.918
2,100,1000,40,0.445,1,0.616,0,0,0
1,100,10000,50,0.898,0.902,0.9,0.901,0.897,0.899
2,50,50000,30,0.993,0.995,0.994,0.998,0.997,0.998
2,20,5000,10,0.912,0.959,0.935,0.995,0.99,0.992
1,50,1000,20,0,0,0,0.772,1,0.871
1,500,50000,5,0.049,1,0.094,0,0,0
2,20,10000,5,0.968,0.918,0.942,0.995,0.998,0.997
2,20,500,20,0,0,0,0.86,1,0.925
2,20,500,5,1,1,1,1,1,1
1,20,1000,20,0.468,1,0.637,1,0.781,0.877
1,1000,1000,5,0,0,0,0.959,1,0.979
1,100,1000,40,0.63,1,0.773,1,0.697,0.821
2,50,50000,20,0.978,0.996,0.987,0.999,0.994,0.997
1,50,1000,5,0,0,0,0.967,1,0.983
1,500,200,40,0.475,1,0.644,0,0,0
2,50,200,50,0,0,0,0.65,1,0.788
1,100,500,10,0.4,0.833,0.541,0.973,0.83,0.896
1,50,200,40,0.525,1,0.689,0,0,0
2,1000,500,30,0,0,0,0.64,1,0.78
2,20,5000,30,0.317,1,0.481,0,0,0
2,500,50000,50,0.502,1,0.668,0,0,0
1,1000,1000,20,0,0,0,0.805,1,0.892
1,1000,50000,10,0,0,0,0,0,0
1,1000,10000,30,0.295,1,0.456,0,0,0
2,20,5000,50,1,1,1,1,1,1
1,100,10000,40,0.803,0.835,0.818,0.891,0.868,0.879
1,20,5000,30,0,0,0,0.695,1,0.82
1,20,5000,10,0.97,0.99,0.98,0.999,0.997,0.998
2,100,50000,5,0.983,0.994,0.988,1,0.999,0.999
2,100,5000,40,0.953,0.985,0.969,0.989,0.966,0.977
2,1000,5000,40,0,0,0,0.601,1,0.751
1,50,5000,40,0.712,1,0.832,1,0.742,0.852
2,100,5000,10,0,0,0,0.88,1,0.936
1,50,1000,40,0,0,0,0.59,1,0.742
1,20,5000,5,0.024,0.054,0.033,0.96,0.91,0.934
1,100,1000,20,0.531,0.919,0.673,0.974,0.79,0.873
2,500,5000,20,0,0,0,0.791,1,0.883
2,500,50000,10,1,1,1,1,1,1
2,20,200,10,0,0,0,0.875,1,0.933
2,500,5000,40,0,0,0,0.608,1,0.756
1,100,5000,5,0.123,0.951,0.218,0.997,0.697,0.821
1,500,200,30,0,0,0,0.8,1,0.889
1,20,50000,5,0.427,0.601,0.499,0.979,0.958,0.968
1,500,50000,30,0.298,1,0.459,0,0,0
2,1000,500,50,0.5,1,0.667,0,0,0
1,500,200,5,0,0,0,0.875,1,0.933
2,500,5000,5,0,0,0,0.939,1,0.969
1,20,200,10,0,0,0,0.8,1,0.889
1,50,10000,5,0,0,0,0.949,1,0.974
1,100,500,40,0,0,0,0.622,1,0.767
1,20,200,30,0,0,0,0.725,1,0.841
1,1000,500,50,0,0,0,0.48,1,0.649
1,50,200,50,0,0,0,0.65,1,0.788
2,1000,50000,5,0.979,0.992,0.985,1,0.999,0.999
2,1000,500,20,0.23,1,0.374,0,0,0
1,1000,200,30,0,0,0,0.575,1,0.73
1,500,1000,20,0.19,1,0.319,0,0,0
2,50,5000,5,0,0,0,0.955,1,0.977
2,1000,1000,50,0,0,0,0.503,1,0.669
1,100,10000,30,0.732,0.949,0.826,0.976,0.856,0.912
1,500,5000,40,0,0,0,0.598,1,0.748
2,100,500,10,0.909,0.909,0.909,0.989,0.989,0.989
2,20,50000,10,0.999,1,0.999,1,1,1
2,20,5000,20,0.969,0.95,0.96,0.987,0.992,0.99
1,100,50000,30,0.694,1,0.819,1,0.812,0.896
1,50,10000,20,0.464,0.994,0.632,0.998,0.72,0.837
1,100,1000,5,0,0,0,0.944,1,0.971
2,20,50000,40,0.96,0.96,0.96,0.974,0.974,0.974
1,50,5000,20,0,0,0,0.804,1,0.891
2,50,500,40,0.4,1,0.571,0,0,0
1,50,1000,10,0.355,1,0.524,1,0.747,0.855
2,500,50000,30,0.302,1,0.464,0,0,0
2,500,50000,20,0.197,1,0.329,0,0,0
1,20,10000,40,0.864,0.862,0.863,0.903,0.905,0.904
2,50,1000,50,0,0,0,0.425,1,0.596
2,20,1000,50,1,1,1,1,1,1
2,20,1000,10,1,1,1,1,1,1
2,100,5000,20,0.995,0.995,0.995,0.999,0.999,0.999
2,100,500,50,0,0,0,0.5,1,0.667
2,20,200,20,0,0,0,0.9,1,0.947
2,1000,200,20,0,0,0,0.825,1,0.904
1,20,500,50,0.544,1,0.705,0,0,0
2,500,1000,50,0,0,0,0.528,1,0.691
2,1000,500,5,0,0,0,0.97,1,0.985
1,500,5000,20,0,0,0,0.79,1,0.883
2,1000,10000,40,0,0,0,0.615,1,0.761
2,1000,5000,5,0.045,1,0.086,0,0,0
2,500,200,50,1,0.913,0.955,0.895,1,0.944
1,50,500,50,0.522,1,0.686,0,0,0
1,500,1000,10,0.103,1,0.186,0,0,0
2,20,1000,40,0,0,0,0.585,1,0.738
1,1000,5000,5,0.154,1,0.267,1,0.68,0.81
2,1000,10000,10,0.96,0.982,0.971,0.998,0.995,0.996
1,500,500,5,0,0,0,0.94,1,0.969
2,100,10000,20,0.962,0.992,0.977,0.998,0.99,0.994
2,500,500,10,0,0,0,0.93,1,0.964
2,500,10000,10,0,0,0,0.901,1,0.948
1,500,50000,10,0.103,1,0.186,0,0,0
2,50,10000,20,1,0.992,0.996,0.998,1,0.999
1,50,500,40,0,0,0,0.467,1,0.636
1,1000,1000,30,1,0.339,0.506,0.777,1,0.875
2,1000,50000,50,0.493,1,0.66,0,0,0
1,500,10000,10,0,0,0,0.889,1,0.942
2,50,500,10,0.7,0.778,0.737,0.978,0.967,0.972
2,100,10000,10,0.994,1,0.997,1,0.999,1
2,50,5000,40,1,1,1,1,1,1
2,1000,500,10,1,1,1,1,1,1
1,1000,200,10,0,0,0,0.9,1,0.947
1,100,10000,20,0,0,0,0.807,1,0.893
1,1000,10000,20,0.202,1,0.335,0,0,0
1,50,50000,10,0.288,0.942,0.442,0.991,0.737,0.845
1,1000,500,10,0,0,0,0.86,1,0.925
2,1000,10000,20,1,1,1,1,1,1
2,100,200,10,0,0,0,0.925,1,0.961
1,20,1000,10,0,0,0,0.883,1,0.938
1,500,10000,40,0.403,1,0.574,0,0,0
2,20,200,50,0.45,1,0.621,0,0,0
1,500,10000,20,0.202,1,0.335,0,0,0
2,1000,1000,30,0.318,1,0.482,0,0,0
2,50,200,20,0,0,0,0.9,1,0.947
1,500,1000,50,0.528,1,0.691,0,0,0
2,100,500,20,1,1,1,1,1,1
2,20,1000,5,0.05,1,0.095,0,0,0
2,1000,1000,20,0.262,1,0.415,0,0,0
1,100,1000,30,0,0,0,0.672,1,0.804
1,100,5000,20,0.449,0.99,0.618,0.996,0.672,0.803
1,20,10000,50,0.684,0.964,0.8,0.94,0.557,0.699
1,100,200,50,0.45,1,0.621,0,0,0
2,100,10000,30,0.99,0.987,0.989,0.995,0.996,0.995
2,100,500,5,1,0.75,0.857,0.99,1,0.995
1,20,200,40,0.25,1,0.4,0,0,0
2,50,10000,40,0.997,0.988,0.992,0.993,0.998,0.996
2,50,500,20,0.8,0.762,0.78,0.938,0.949,0.943
2,100,200,40,0,0,0,0.625,1,0.769
2,500,200,40,0.375,1,0.545,0,0,0
1,50,200,30,0.385,0.556,0.455,0.852,0.742,0.793
1,50,10000,30,0.556,0.983,0.71,0.99,0.672,0.801
2,500,10000,5,1,0.982,0.991,0.999,1,0.999
2,1000,5000,20,0.994,0.988,0.991,0.998,0.999,0.998
2,1000,10000,50,0.507,1,0.673,0,0,0
1,20,500,10,0.333,1,0.5,1,0.727,0.842
1,20,50000,20,0.61,1,0.758,1,0.838,0.912
1,50,500,30,0.688,0.917,0.786,0.942,0.766,0.845
2,500,500,30,0,0,0,0.77,1,0.87
1,500,10000,30,0,0,0,0.701,1,0.824
2,50,50000,5,0.991,0.987,0.989,0.999,1,0.999
1,100,200,5,0,0,0,0.975,1,0.987
1,50,500,5,0,0,0,0.979,0.969,0.974
1,50,10000,40,0.83,1,0.907,1,0.863,0.926
1,1000,10000,40,0,0,0,0.606,1,0.754
1,100,10000,5,0,0,0,0.956,1,0.977
1,20,500,20,0,0,0,0.83,1,0.907
2,20,500,50,0.959,0.959,0.959,0.951,0.951,0.951
1,20,5000,40,0.655,0.799,0.72,0.838,0.713,0.77
2,100,200,5,0,0,0,0.975,1,0.987
2,100,50000,20,0.988,0.995,0.992,0.999,0.997,0.998
1,100,5000,50,0.771,1,0.871,1,0.668,0.801
2,100,1000,20,1,1,1,1,1,1
2,1000,50000,20,1,1,1,1,1,1
2,1000,5000,50,1,1,1,1,1,1
1,500,500,20,0,0,0,0.89,1,0.942
1,100,500,20,0,0,0,0.87,1,0.93
2,20,1000,20,1,0.621,0.766,0.932,1,0.965
1,100,1000,50,0,0,0,0.57,1,0.726
1,100,200,10,0,0,0,0.975,1,0.987
1,500,50000,50,0,0,0,0.491,1,0.659
2,50,5000,50,0.489,1,0.657,0,0,0
2,500,500,20,0.21,1,0.347,0,0,0
2,20,200,5,1,1,1,1,1,1
1,500,50000,20,0.383,1,0.554,1,0.593,0.745
2,100,5000,5,0.64,1,0.78,1,0.981,0.99
2,50,5000,20,0.984,0.989,0.987,0.997,0.996,0.997
2,500,5000,30,0,0,0,0.712,1,0.832
2,50,10000,50,0.508,1,0.673,0,0,0
2,50,500,30,0.946,1,0.972,1,0.969,0.984
1,1000,5000,20,0,0,0,0.802,1,0.89
1,500,500,50,0.54,1,0.701,0,0,0
1,100,200,20,0.571,0.571,0.571,0.909,0.909,0.909
2,500,1000,30,0,0,0,0.703,1,0.825
2,500,1000,10,0,0,0,0.872,1,0.932
1,20,500,40,0,0,0,0.689,1,0.816
2,1000,200,40,0.9,1,0.947,1,0.968,0.984
2,1000,1000,5,0.031,1,0.06,0,0,0
2,20,50000,50,0.992,0.953,0.972,0.955,0.993,0.973
1,20,200,50,0,0,0,0.425,1,0.596
2,500,500,50,0.45,1,0.621,0,0,0
1,1000,500,30,0,0,0,0.66,1,0.795
2,500,1000,40,0,0,0,0.667,1,0.8
1,50,50000,40,0.611,0.67,0.639,0.754,0.704,0.728
2,50,10000,5,0,0,0,0.955,1,0.977
2,500,10000,30,0.313,1,0.477,0,0,0
1,50,50000,20,0.587,1,0.74,1,0.816,0.899
2,50,50000,40,0.997,0.995,0.996,0.997,0.998,0.997
