FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
1,50,200,50,1,1,1,1,1,1
2,1000,50000,5,0,0,0,0.953,1,0.976
2,1000,500,20,0,0,0,0.79,1,0.883
1,1000,200,30,0,0,0,0.725,1,0.841
1,500,1000,20,0,0,0,0.785,1,0.879
2,50,5000,5,0.8,0.696,0.744,0.985,0.991,0.988
2,1000,1000,50,0,0,0,0.503,1,0.669
1,100,10000,30,0.768,1,0.869,1,0.871,0.931
1,500,5000,40,0,0,0,0.602,1,0.752
2,100,500,10,0.102,0.909,0.183,0.5,0.011,0.022
2,20,50000,10,0.971,0.997,0.983,1,0.997,0.998
2,20,5000,20,0.995,0.99,0.992,0.997,0.999,0.998
1,100,50000,30,0.941,1,0.969,1,0.972,0.986
1,50,10000,20,0.997,1,0.999,1,0.999,1
1,100,1000,5,0.467,1,0.636,1,0.954,0.976
2,20,50000,40,0.993,0.993,0.993,0.995,0.995,0.995
1,50,5000,20,0.995,1,0.998,1,0.999,0.999
2,50,500,40,1,0.964,0.982,0.984,1,0.992
1,50,1000,10,0.774,1,0.873,1,0.955,0.977
2,500,50000,30,0,0,0,0.694,1,0.82
2,500,50000,20,0,0,0,0.804,1,0.891
1,20,10000,40,0.999,1,0.999,1,0.999,1
2,50,1000,50,0.802,0.918,0.856,0.878,0.722,0.793
2,20,1000,50,1,0.99,0.995,0.99,1,0.995
2,20,1000,10,0.938,1,0.968,1,0.994,0.997
2,100,5000,20,0,0,0,0.781,1,0.877
2,100,500,50,0.694,0.943,0.8,0.833,0.405,0.545
2,20,200,20,1,0.667,0.8,0.974,1,0.987
2,1000,200,20,0,0,0,0.75,1,0.857
1,20,500,50,1,0.818,0.9,0.852,1,0.92
2,500,1000,50,0,0,0,0.538,1,0.7
2,1000,500,5,0,0,0,0.96,1,0.98
1,500,5000,20,0,0,0,0.785,1,0.88
2,1000,10000,40,0,0,0,0.617,1,0.763
2,1000,5000,5,0,0,0,0.955,1,0.977
2,500,200,50,0,0,0,0.5,1,0.667
1,50,500,50,0.961,1,0.98,1,0.951,0.975
1,500,1000,10,0,0,0,0.933,1,0.966
2,20,1000,40,0.978,1,0.989,1,0.982,0.991
1,1000,5000,5,0,0,0,0.951,1,0.975
2,1000,10000,10,0,0,0,0.9,1,0.947
1,500,500,5,0,0,0,0.96,1,0.98
2,100,10000,20,0.66,0.095,0.165,0.819,0.988,0.896
2,500,500,10,0,0,0,0.93,1,0.964
2,500,10000,10,0,0,0,0.892,1,0.943
1,500,50000,10,0,0,0,0.9,1,0.947
2,50,10000,20,0.991,0.94,0.965,0.985,0.998,0.991
1,50,500,40,1,0.976,0.988,0.98,1,0.99
1,1000,1000,30,0,0,0,0.662,1,0.796
2,1000,50000,50,0,0,0,0.502,1,0.669
1,500,10000,10,0,0,0,0.89,1,0.942
2,50,500,10,0.345,1,0.513,1,0.789,0.882
2,100,10000,10,0.963,0.923,0.943,0.991,0.996,0.993
2,50,5000,40,0.985,0.99,0.987,0.993,0.99,0.992
2,1000,500,10,0,0,0,0.88,1,0.936
1,1000,200,10,0,0,0,0.875,1,0.933
1,100,10000,20,0.682,0.883,0.769,0.971,0.903,0.936
1,1000,10000,20,0,0,0,0.796,1,0.886
1,50,50000,10,0.978,1,0.989,1,0.997,0.999
1,1000,500,10,0,0,0,0.94,1,0.969
2,1000,10000,20,0,0,0,0.799,1,0.889
2,100,200,10,1,0.5,0.667,0.974,1,0.987
1,20,1000,10,1,0.938,0.968,0.994,1,0.997
1,500,10000,40,0,0,0,0.612,1,0.759
2,20,200,50,0.9,0.947,0.923,0.95,0.905,0.927
1,500,10000,20,0,0,0,0.796,1,0.886
2,1000,1000,30,0,0,0,0.687,1,0.815
2,50,200,20,0.786,0.917,0.846,0.962,0.893,0.926
1,500,1000,50,0,0,0,0.559,1,0.717
2,100,500,20,0,0,0,0.76,1,0.864
2,20,1000,5,1,1,1,1,1,1
2,1000,1000,20,0,0,0,0.785,1,0.879
1,100,1000,30,0.847,0.953,0.897,0.972,0.905,0.938
1,100,5000,20,0.798,1,0.887,1,0.936,0.967
1,20,10000,50,1,1,1,1,1,1
1,100,200,50,1,1,1,1,1,1
2,100,10000,30,0.77,0.917,0.837,0.96,0.879,0.918
2,100,500,5,0.8,0.667,0.727,0.979,0.989,0.984
1,20,200,40,0.947,1,0.973,1,0.955,0.977
2,50,10000,40,0.992,0.614,0.759,0.788,0.997,0.88
2,50,500,20,0.812,0.812,0.812,0.964,0.964,0.964
2,100,200,40,1,0.667,0.8,0.786,1,0.88
2,500,200,40,0,0,0,0.7,1,0.824
1,50,200,30,0.923,1,0.96,1,0.964,0.982
1,50,10000,30,0.998,1,0.999,1,0.999,1
2,500,10000,5,0,0,0,0.958,1,0.979
2,1000,5000,20,0,0,0,0.76,1,0.864
2,1000,10000,50,0,0,0,0.504,1,0.671
1,20,500,10,1,1,1,1,1,1
1,20,50000,20,1,1,1,1,1,1
1,50,500,30,0.962,1,0.98,1,0.987,0.993
2,500,500,30,0,0,0,0.66,1,0.795
1,500,10000,30,0,0,0,0.714,1,0.833
2,50,50000,5,0.763,0.961,0.85,0.998,0.984,0.991
1,100,200,5,0.667,1,0.8,1,0.974,0.987
1,50,500,5,1,1,1,1,1,1
1,50,10000,40,0.996,1,0.998,1,0.998,0.999
1,1000,10000,40,0,0,0,0.6,1,0.75
1,100,10000,5,0.2,1,0.333,1,0.777,0.875
1,20,500,20,0.96,1,0.98,1,0.987,0.993
2,20,500,50,0.939,0.958,0.948,0.951,0.929,0.94
1,20,5000,40,1,1,1,1,1,1
2,100,200,5,0.143,0.333,0.2,0.939,0.838,0.886
2,100,50000,20,1,0.001,0.002,0.802,1,0.89
1,100,5000,50,0.876,1,0.934,1,0.854,0.921
2,100,1000,20,1,0.971,0.985,0.993,1,0.997
2,1000,50000,20,0,0,0,0.799,1,0.888
2,1000,5000,50,0,0,0,0.456,1,0.626
1,500,500,20,0,0,0,0.79,1,0.883
1,100,500,20,0.429,1,0.6,1,0.765,0.867
2,20,1000,20,0.804,0.957,0.874,0.984,0.917,0.949
1,100,1000,50,0.838,1,0.912,1,0.832,0.908
1,100,200,10,0.125,0.5,0.2,0.969,0.816,0.886
1,500,50000,50,0,0,0,0.501,1,0.668
2,50,5000,50,1,0.915,0.955,0.919,1,0.958
2,500,500,20,0,0,0,0.74,1,0.851
2,20,200,5,0.107,1,0.194,1,0.324,0.49
1,500,50000,20,0,0,0,0.799,1,0.888
2,100,5000,5,0.938,0.909,0.923,0.997,0.998,0.997
2,50,5000,20,0.985,0.952,0.968,0.987,0.996,0.991
2,500,5000,30,0,0,0,0.699,1,0.823
2,50,10000,50,0.994,0.995,0.994,0.995,0.994,0.994
2,50,500,30,0.29,1,0.45,0,0,0
1,1000,5000,20,0,0,0,0.807,1,0.893
1,500,500,50,0.828,1,0.906,1,0.766,0.867
1,100,200,20,0.722,1,0.839,1,0.815,0.898
2,500,1000,30,0,0,0,0.718,1,0.836
2,500,1000,10,0,0,0,0.903,1,0.949
1,20,500,40,0.953,1,0.976,1,0.959,0.979
2,1000,200,40,0,0,0,0.7,1,0.824
2,1000,1000,5,0,0,0,0.969,1,0.984
2,20,50000,50,1,1,1,1,1,1
1,20,200,50,0.941,0.889,0.914,0.913,0.955,0.933
2,500,500,50,0,0,0,0.58,1,0.734
1,1000,500,30,0,0,0,0.69,1,0.817
2,500,1000,40,0,0,0,0.569,1,0.725
1,50,50000,40,0.961,1,0.98,1,0.973,0.986
2,50,10000,5,0.804,1,0.891,1,0.988,0.994
2,500,10000,30,0,0,0,0.693,1,0.818
1,50,50000,20,0.988,1,0.994,1,0.997,0.999
2,50,50000,40,1,0.996,0.998,0.997,1,0.999
