FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
2,1000,200,50,0.696,0.842,0.762,0.824,0.667,0.737
2,100,50000,40,0.998,1.0,0.999,1.0,0.998,0.999
1,50,200,20,0.727,1.0,0.842,1.0,0.906,0.951
1,20,10000,10,0.995,1.0,0.997,1.0,0.999,1.0
1,20,5000,20,0.994,1.0,0.997,1.0,0.999,0.999
1,1000,50000,40,0.998,1.0,0.999,1.0,0.999,0.999
1,500,500,40,0.907,1.0,0.951,1.0,0.934,0.966
2,20,10000,40,0.996,1.0,0.998,1.0,0.997,0.999
2,1000,10000,30,0.989,0.998,0.994,0.999,0.996,0.998
2,1000,50000,40,0.997,1.0,0.998,1.0,0.998,0.999
2,100,5000,30,0.989,0.996,0.993,0.999,0.996,0.997
2,50,500,50,0.872,0.872,0.872,0.86,0.86,0.86
2,500,5000,50,0.994,1.0,0.997,1.0,0.994,0.997
2,500,200,30,0.556,0.556,0.556,0.871,0.871,0.871
2,20,5000,40,1.0,0.995,0.997,0.997,1.0,0.998
1,100,10000,10,0.988,1.0,0.994,1.0,0.999,0.999
1,500,200,50,0.917,0.917,0.917,0.875,0.875,0.875
2,50,200,5,0.0,0.0,0.0,1.0,0.975,0.987
1,500,200,20,0.625,1.0,0.769,1.0,0.8,0.889
2,500,50000,40,0.999,1.0,0.999,1.0,0.999,0.999
1,500,1000,5,0.8,0.8,0.8,0.989,0.989,0.989
1,20,500,30,0.952,1.0,0.976,1.0,0.986,0.993
2,1000,50000,30,0.999,0.999,0.999,1.0,0.999,1.0
1,100,50000,40,0.999,1.0,1.0,1.0,0.999,1.0
2,100,10000,50,0.998,0.997,0.998,0.997,0.998,0.997
2,500,50000,5,0.975,0.996,0.985,1.0,0.999,0.999
1,1000,500,5,0.5,0.75,0.6,0.989,0.969,0.979
1,1000,10000,5,0.913,1.0,0.955,1.0,0.995,0.997
2,100,5000,50,0.984,1.0,0.992,1.0,0.984,0.992
1,1000,500,20,0.833,0.882,0.857,0.976,0.964,0.97
2,20,50000,5,0.978,1.0,0.989,1.0,0.999,0.999
1,100,5000,40,0.99,1.0,0.995,1.0,0.993,0.997
2,500,1000,5,0.462,0.75,0.571,0.989,0.964,0.976
2,20,10000,20,0.989,1.0,0.995,1.0,0.995,0.998
2,1000,5000,30,0.97,1.0,0.985,1.0,0.987,0.994
1,100,50000,20,0.999,1.0,0.999,1.0,1.0,1.0
1,100,50000,10,1.0,1.0,1.0,1.0,1.0,1.0
1,50,10000,50,1.0,1.0,1.0,1.0,1.0,1.0
1,20,1000,50,0.946,0.989,0.967,0.991,0.955,0.972
1,500,10000,5,0.937,1.0,0.967,1.0,0.996,0.998
1,1000,5000,40,0.988,1.0,0.994,1.0,0.991,0.996
1,20,10000,5,1.0,1.0,1.0,1.0,1.0,1.0
1,100,500,5,0.75,0.6,0.667,0.977,0.988,0.982
2,50,1000,20,0.789,1.0,0.882,1.0,0.947,0.973
2,20,1000,30,0.8,0.955,0.871,0.97,0.858,0.911
2,20,10000,30,0.989,1.0,0.995,1.0,0.995,0.998
2,500,500,5,0.667,0.8,0.727,0.989,0.979,0.984
2,20,50000,20,0.994,1.0,0.997,1.0,0.998,0.999
1,1000,1000,50,0.971,1.0,0.986,1.0,0.969,0.984
1,1000,200,40,0.682,0.882,0.769,0.889,0.696,0.78
1,500,500,10,0.833,1.0,0.909,1.0,0.965,0.982
1,500,5000,5,0.977,1.0,0.989,1.0,0.999,0.999
1,20,200,5,0.5,1.0,0.667,1.0,0.947,0.973
1,50,1000,30,0.981,0.964,0.972,0.984,0.992,0.988
1,50,50000,50,1.0,1.0,1.0,1.0,1.0,1.0
2,50,500,5,0.5,0.8,0.615,0.988,0.953,0.97
1,1000,5000,30,0.997,1.0,0.998,1.0,0.999,0.999
1,100,200,40,0.762,0.842,0.8,0.842,0.762,0.8
2,20,10000,50,0.99,1.0,0.995,1.0,0.991,0.996
2,100,200,50,0.667,0.762,0.711,0.688,0.579,0.629
2,100,50000,30,0.996,0.999,0.997,0.999,0.998,0.999
1,50,1000,50,0.981,1.0,0.99,1.0,0.98,0.99
1,500,200,10,0.4,0.667,0.5,0.933,0.824,0.875
2,50,1000,40,0.927,0.989,0.957,0.99,0.936,0.963
2,50,1000,5,0.226,0.875,0.359,0.993,0.86,0.922
2,20,500,40,0.8,1.0,0.889,1.0,0.833,0.909
1,20,5000,50,0.996,1.0,0.998,1.0,0.996,0.998
2,20,500,30,0.846,1.0,0.917,1.0,0.895,0.944
1,20,10000,30,1.0,1.0,1.0,1.0,1.0,1.0
1,20,50000,30,1.0,1.0,1.0,1.0,1.0,1.0
2,20,200,30,0.667,0.889,0.762,0.875,0.636,0.737
1,1000,10000,50,0.99,1.0,0.995,1.0,0.99,0.995
2,100,50000,50,0.964,0.999,0.982,0.999,0.964,0.981
1,1000,50000,20,0.999,0.952,0.975,0.988,1.0,0.994
1,100,200,30,0.789,0.938,0.857,0.952,0.833,0.889
2,50,50000,50,0.962,0.999,0.981,0.999,0.96,0.979
1,100,5000,10,1.0,1.0,1.0,1.0,1.0,1.0
1,1000,500,40,0.956,1.0,0.977,1.0,0.965,0.982
1,1000,200,50,0.833,1.0,0.909,1.0,0.88,0.936
2,500,10000,20,0.99,0.992,0.991,0.998,0.998,0.998
1,100,5000,30,1.0,1.0,1.0,1.0,1.0,1.0
2,1000,200,10,0.75,0.6,0.667,0.944,0.971,0.958
2,1000,1000,40,0.977,1.0,0.988,1.0,0.983,0.991
2,100,1000,30,0.92,0.979,0.948,0.992,0.97,0.981
1,500,5000,50,0.994,1.0,0.997,1.0,0.994,0.997
2,1000,50000,10,0.978,0.999,0.988,1.0,0.998,0.999
2,50,200,40,0.688,0.611,0.647,0.708,0.773,0.739
2,100,1000,10,0.947,0.9,0.923,0.988,0.994,0.991
2,50,1000,30,0.929,1.0,0.963,1.0,0.969,0.984
1,1000,10000,10,0.995,1.0,0.998,1.0,0.999,1.0
2,1000,200,5,0.75,1.0,0.857,1.0,0.973,0.986
1,500,500,30,0.909,0.909,0.909,0.955,0.955,0.955
2,20,500,10,0.545,0.5,0.522,0.924,0.936,0.93
1,20,500,5,1.0,1.0,1.0,1.0,1.0,1.0
2,50,1000,10,0.56,0.933,0.7,0.994,0.933,0.963
1,1000,5000,50,0.994,1.0,0.997,1.0,0.994,0.997
2,50,200,10,0.375,0.6,0.462,0.938,0.857,0.896
1,100,50000,5,0.988,1.0,0.994,1.0,0.999,1.0
1,20,200,20,0.333,0.333,0.333,0.882,0.882,0.882
1,500,1000,40,0.976,1.0,0.988,1.0,0.983,0.992
1,500,5000,30,0.993,1.0,0.997,1.0,0.997,0.999
2,500,500,40,0.976,0.872,0.921,0.897,0.981,0.937
1,50,5000,5,0.965,1.0,0.982,1.0,0.998,0.999
1,50,200,5,0.167,0.5,0.25,0.971,0.868,0.917
2,1000,200,30,0.571,0.333,0.421,0.758,0.893,0.82
