FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
2,20,1000,5,0.128,0.625,0.213,0.979,0.802,0.882
2,1000,1000,20,0.0,0.0,0.0,0.785,1.0,0.88
1,100,1000,30,0.567,0.922,0.702,0.934,0.612,0.74
1,100,5000,20,0.828,1.0,0.906,1.0,0.948,0.973
1,20,10000,50,0.99,1.0,0.995,1.0,0.99,0.995
1,100,200,50,0.636,1.0,0.778,1.0,0.368,0.538
2,100,10000,30,0.432,0.986,0.601,0.985,0.428,0.597
2,100,500,5,0.0,0.0,0.0,0.94,1.0,0.969
1,20,200,40,0.615,0.889,0.727,0.857,0.545,0.667
2,50,10000,40,0.935,0.956,0.945,0.969,0.954,0.962
2,50,500,20,0.26,0.812,0.394,0.94,0.56,0.701
2,100,200,40,0.516,0.889,0.653,0.778,0.318,0.452
2,500,200,40,0.0,0.0,0.0,0.7,1.0,0.824
1,50,200,30,0.355,0.917,0.512,0.889,0.286,0.432
1,50,10000,30,0.899,1.0,0.947,1.0,0.95,0.975
2,500,10000,5,0.0,0.0,0.0,0.958,1.0,0.979
2,1000,5000,20,0.0,0.0,0.0,0.76,1.0,0.864
2,1000,10000,50,0.0,0.0,0.0,0.504,1.0,0.671
1,20,500,10,0.654,1.0,0.791,1.0,0.892,0.943
1,20,50000,20,0.999,1.0,1.0,1.0,1.0,1.0
1,50,500,30,0.346,0.72,0.468,0.854,0.547,0.667
2,500,500,30,0.78,0.941,0.853,0.966,0.864,0.912
1,500,10000,30,0.0,0.0,0.0,0.714,1.0,0.833
2,50,50000,5,0.835,0.946,0.887,0.997,0.99,0.994
1,100,200,5,0.091,0.5,0.154,0.966,0.737,0.836
1,50,500,5,0.195,1.0,0.327,1.0,0.641,0.781
1,50,10000,40,0.868,0.977,0.919,0.985,0.908,0.945
1,1000,10000,40,0.89,1.0,0.942,1.0,0.917,0.957
1,100,10000,5,0.17,0.642,0.269,0.976,0.825,0.894
1,20,500,20,0.679,0.792,0.731,0.931,0.882,0.905
2,20,500,50,0.573,0.896,0.699,0.667,0.238,0.351
1,20,5000,40,0.942,1.0,0.97,1.0,0.96,0.979
2,100,200,5,0.167,1.0,0.286,1.0,0.595,0.746
2,100,50000,20,0.687,0.87,0.768,0.966,0.902,0.933
1,100,5000,50,0.981,1.0,0.99,1.0,0.979,0.99
2,100,1000,20,0.969,0.912,0.939,0.98,0.993,0.986
2,1000,50000,20,0.0,0.0,0.0,0.799,1.0,0.888
2,1000,5000,50,0.0,0.0,0.0,0.456,1.0,0.626
1,500,500,20,0.0,0.0,0.0,0.79,1.0,0.883
1,100,500,20,0.394,0.867,0.542,0.97,0.765,0.855
2,20,1000,20,0.325,0.872,0.474,0.889,0.361,0.513
1,100,1000,50,0.683,0.903,0.778,0.883,0.636,0.739
1,100,200,10,0.08,1.0,0.148,1.0,0.395,0.566
1,500,50000,50,0.0,0.0,0.0,0.501,1.0,0.668
2,50,5000,50,0.994,0.917,0.953,0.92,0.994,0.956
2,500,500,20,0.423,0.423,0.423,0.797,0.797,0.797
2,20,200,5,0.0,0.0,0.0,0.893,0.676,0.769
1,500,50000,20,0.989,1.0,0.995,1.0,0.997,0.999
2,100,5000,5,0.756,0.939,0.838,0.998,0.989,0.993
2,50,5000,20,0.596,0.903,0.718,0.974,0.854,0.91
2,500,5000,30,0.0,0.0,0.0,0.699,1.0,0.823
2,50,10000,50,0.992,0.944,0.968,0.948,0.993,0.97
2,50,500,30,0.541,0.69,0.606,0.857,0.761,0.806
1,1000,5000,20,0.0,0.0,0.0,0.807,1.0,0.893
1,500,500,50,0.0,0.0,0.0,0.47,1.0,0.639
1,100,200,20,0.5,0.385,0.435,0.733,0.815,0.772
2,500,1000,30,0.0,0.0,0.0,0.72,1.0,0.837
2,500,1000,10,0.0,0.0,0.0,0.905,1.0,0.95
1,20,500,40,0.864,0.927,0.894,0.935,0.878,0.905
2,1000,200,40,1.0,0.75,0.857,0.903,1.0,0.949
2,1000,1000,5,0.0,0.0,0.0,0.97,1.0,0.985
2,20,50000,50,0.992,0.999,0.996,0.999,0.992,0.996
1,20,200,50,0.625,0.833,0.714,0.812,0.591,0.684
2,500,500,50,0.0,0.0,0.0,0.58,1.0,0.734
1,1000,500,30,0.36,1.0,0.53,1.0,0.203,0.337
2,500,1000,40,0.0,0.0,0.0,0.575,1.0,0.73
1,50,50000,40,1.0,1.0,1.0,1.0,1.0,1.0
2,50,10000,5,0.872,0.915,0.893,0.996,0.994,0.995
2,500,10000,30,0.0,0.0,0.0,0.693,1.0,0.818
1,50,50000,20,0.986,1.0,0.993,1.0,0.997,0.998
2,50,50000,40,0.484,0.74,0.585,0.714,0.451,0.553
