FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
1,50,500,5,1,0.875,0.933,0.989,1,0.995
1,50,10000,40,0.999,1,0.999,1,0.999,1
1,1000,10000,40,1,1,1,1,1,1
1,100,10000,5,0.99,1,0.995,1,0.999,1
1,20,500,20,1,1,1,1,1,1
2,20,500,50,0.959,0.979,0.969,0.976,0.952,0.964
1,20,5000,40,1,1,1,1,1,1
2,100,200,5,0.75,1,0.857,1,0.973,0.986
2,100,50000,20,1,0.998,0.999,1,1,1
1,100,5000,50,0.992,1,0.996,1,0.992,0.996
2,100,1000,20,0.971,1,0.986,1,0.993,0.997
2,1000,50000,20,0.999,0.996,0.997,0.999,1,0.999
2,1000,5000,50,0.985,0.991,0.988,0.989,0.982,0.986
1,500,500,20,1,1,1,1,1,1
1,100,500,20,1,1,1,1,1,1
2,20,1000,20,0.978,0.957,0.968,0.985,0.992,0.989
1,100,1000,50,0.989,1,0.995,1,0.991,0.995
1,100,200,10,0.5,0.5,0.5,0.974,0.974,0.974
1,500,50000,50,0.998,1,0.999,1,0.998,0.999
2,50,5000,50,0.998,1,0.999,1,0.998,0.999
2,500,500,20,0.742,0.885,0.807,0.957,0.892,0.923
2,20,200,5,0,0,0,0.923,0.973,0.947
1,500,50000,20,0.999,1,1,1,1,1
2,100,5000,5,0.941,0.97,0.955,0.999,0.998,0.998
2,50,5000,20,0.995,0.995,0.995,0.999,0.999,0.999
2,500,5000,30,0.993,0.99,0.992,0.996,0.997,0.996
2,50,10000,50,0.995,0.999,0.997,0.999,0.995,0.997
2,50,500,30,0.897,0.897,0.897,0.958,0.958,0.958
1,1000,5000,20,1,1,1,1,1,1
1,500,500,50,0.964,1,0.981,1,0.957,0.978
1,100,200,20,0.929,1,0.963,1,0.963,0.981
2,500,1000,30,1,0.909,0.952,0.966,1,0.982
2,500,1000,10,0.85,0.895,0.872,0.989,0.983,0.986
1,20,500,40,1,1,1,1,1,1
2,1000,200,40,0.875,0.583,0.7,0.844,0.964,0.9
